id,date,warehouse_id,region,quantity_stored_tons,capacity_tons,utilization_percent
1159,2024-01-01,WH-KIL-001,Kilimanjaro,2128.13,3053,69.7
1160,2024-01-01,WH-KIL-002,Kilimanjaro,3280.15,4199,78.1
1161,2024-01-01,WH-DAR-001,Dar es Salaam,2023.5,2543,79.6
1162,2024-01-01,WH-DAR-002,Dar es Salaam,2219.67,3161,70.2
1163,2024-01-01,WH-MWA-001,Mwanza,762.51,930,82.0
1164,2024-01-01,WH-MWA-002,Mwanza,1581.33,2827,55.9
1165,2024-01-01,WH-SHI-001,Shinyanga,1341.99,2536,52.9
1166,2024-01-01,WH-SHI-002,Shinyanga,3705.17,4536,81.7
1167,2024-01-08,WH-MBE-001,Mbeya,3114.61,3903,79.8
1168,2024-01-08,WH-MBE-002,Mbeya,3445.07,4442,77.6
1169,2024-01-08,WH-IRI-001,Iringa,961.95,1175,81.9
1170,2024-01-08,WH-IRI-002,Iringa,1960.54,2541,77.2
1171,2024-01-08,WH-RUV-001,Ruvuma,551.05,662,83.2
1172,2024-01-08,WH-RUV-002,Ruvuma,1278.09,1861,68.7
1173,2024-01-08,WH-RUK-001,Rukwa,1456.44,1839,79.2
1174,2024-01-08,WH-RUK-002,Rukwa,3486.72,4309,80.9
1175,2024-01-08,WH-MOR-001,Morogoro,1892.76,2435,77.7
1176,2024-01-08,WH-MOR-002,Morogoro,312.23,586,53.3
1177,2024-01-08,WH-DOD-001,Dodoma,1348.61,2161,62.4
1178,2024-01-08,WH-DOD-002,Dodoma,492.77,630,78.2
1179,2024-01-08,WH-ARU-001,Arusha,589.05,955,61.7
1180,2024-01-08,WH-ARU-002,Arusha,3278.98,4213,77.8
1181,2024-01-08,WH-KIL-001,Kilimanjaro,2125.6,3053,69.6
1182,2024-01-08,WH-KIL-002,Kilimanjaro,3279.68,4199,78.1
1183,2024-01-08,WH-DAR-001,Dar es Salaam,2006.07,2543,78.9
1184,2024-01-08,WH-DAR-002,Dar es Salaam,2226.98,3161,70.5
1185,2024-01-08,WH-MWA-001,Mwanza,765.92,930,82.4
1186,2024-01-08,WH-MWA-002,Mwanza,1599.22,2827,56.6
1187,2024-01-08,WH-SHI-001,Shinyanga,1354.23,2536,53.4
1188,2024-01-08,WH-SHI-002,Shinyanga,3753.17,4536,82.7
1189,2024-01-15,WH-MBE-001,Mbeya,3149.72,3903,80.7
1190,2024-01-15,WH-MBE-002,Mbeya,3419.25,4442,77.0
1191,2024-01-15,WH-IRI-001,Iringa,969.03,1175,82.5
1192,2024-01-15,WH-IRI-002,Iringa,1971.72,2541,77.6
1193,2024-01-15,WH-RUV-001,Ruvuma,545.59,662,82.4
1194,2024-01-15,WH-RUV-002,Ruvuma,1293.43,1861,69.5
1195,2024-01-15,WH-RUK-001,Rukwa,1443.46,1839,78.5
1196,2024-01-15,WH-RUK-002,Rukwa,3535.53,4309,82.0
1197,2024-01-15,WH-MOR-001,Morogoro,1858.17,2435,76.3
1198,2024-01-15,WH-MOR-002,Morogoro,311.01,586,53.1
1199,2024-01-15,WH-DOD-001,Dodoma,1370.49,2161,63.4
1200,2024-01-15,WH-DOD-002,Dodoma,486.27,630,77.2
1201,2024-01-15,WH-ARU-001,Arusha,587.31,955,61.5
1202,2024-01-15,WH-ARU-002,Arusha,3263.98,4213,77.5
1203,2024-01-15,WH-KIL-001,Kilimanjaro,2148.66,3053,70.4
1204,2024-01-15,WH-KIL-002,Kilimanjaro,3259.13,4199,77.6
1205,2024-01-15,WH-DAR-001,Dar es Salaam,2018.44,2543,79.4
1206,2024-01-15,WH-DAR-002,Dar es Salaam,2208.96,3161,69.9
1207,2024-01-15,WH-MWA-001,Mwanza,764.45,930,82.2
1208,2024-01-15,WH-MWA-002,Mwanza,1589.93,2827,56.2
1209,2024-01-15,WH-SHI-001,Shinyanga,1357.92,2536,53.5
1210,2024-01-15,WH-SHI-002,Shinyanga,3781.6,4536,83.4
1211,2024-01-22,WH-MBE-001,Mbeya,3090.63,3903,79.2
1212,2024-01-22,WH-MBE-002,Mbeya,3460.33,4442,77.9
1213,2024-01-22,WH-IRI-001,Iringa,959.69,1175,81.7
1214,2024-01-22,WH-IRI-002,Iringa,1959.17,2541,77.1
1215,2024-01-22,WH-RUV-001,Ruvuma,548.92,662,82.9
1216,2024-01-22,WH-RUV-002,Ruvuma,1294.22,1861,69.5
1217,2024-01-22,WH-RUK-001,Rukwa,1467.76,1839,79.8
1218,2024-01-22,WH-RUK-002,Rukwa,3537.75,4309,82.1
1219,2024-01-22,WH-MOR-001,Morogoro,1891.98,2435,77.7
1220,2024-01-22,WH-MOR-002,Morogoro,312.72,586,53.4
1221,2024-01-22,WH-DOD-001,Dodoma,1390.35,2161,64.3
1222,2024-01-22,WH-DOD-002,Dodoma,490.96,630,77.9
1223,2024-01-22,WH-ARU-001,Arusha,586.42,955,61.4
1224,2024-01-22,WH-ARU-002,Arusha,3277.81,4213,77.8
1225,2024-01-22,WH-KIL-001,Kilimanjaro,2172.96,3053,71.2
1226,2024-01-22,WH-KIL-002,Kilimanjaro,3319.9,4199,79.1
1227,2024-01-22,WH-DAR-001,Dar es Salaam,2007.45,2543,78.9
1228,2024-01-22,WH-DAR-002,Dar es Salaam,2240.34,3161,70.9
1229,2024-01-22,WH-MWA-001,Mwanza,762.93,930,82.0
1230,2024-01-22,WH-MWA-002,Mwanza,1606.23,2827,56.8
1231,2024-01-22,WH-SHI-001,Shinyanga,1380.84,2536,54.4
1232,2024-01-22,WH-SHI-002,Shinyanga,3781.12,4536,83.4
1233,2024-01-29,WH-MBE-001,Mbeya,3080.32,3903,78.9
1234,2024-01-29,WH-MBE-002,Mbeya,3527.63,4442,79.4
1235,2024-01-29,WH-IRI-001,Iringa,961.69,1175,81.8
1236,2024-01-29,WH-IRI-002,Iringa,1949.64,2541,76.7
1237,2024-01-29,WH-RUV-001,Ruvuma,549.49,662,83.0
1238,2024-01-29,WH-RUV-002,Ruvuma,1319.9,1861,70.9
1239,2024-01-29,WH-RUK-001,Rukwa,1451.21,1839,78.9
1240,2024-01-29,WH-RUK-002,Rukwa,3510.38,4309,81.5
1241,2024-01-29,WH-MOR-001,Morogoro,1857.09,2435,76.3
1242,2024-01-29,WH-MOR-002,Morogoro,316.98,586,54.1
1243,2024-01-29,WH-DOD-001,Dodoma,1401.1,2161,64.8
1244,2024-01-29,WH-DOD-002,Dodoma,482.25,630,76.5
1245,2024-01-29,WH-ARU-001,Arusha,585.08,955,61.3
1246,2024-01-29,WH-ARU-002,Arusha,3300.09,4213,78.3
1247,2024-01-29,WH-KIL-001,Kilimanjaro,2199.59,3053,72.0
1248,2024-01-29,WH-KIL-002,Kilimanjaro,3365.08,4199,80.1
1249,2024-01-29,WH-DAR-001,Dar es Salaam,2004.69,2543,78.8
1250,2024-01-29,WH-DAR-002,Dar es Salaam,2230.29,3161,70.6
1251,2024-01-29,WH-MWA-001,Mwanza,774.53,930,83.3
1252,2024-01-29,WH-MWA-002,Mwanza,1618.18,2827,57.2
1253,2024-01-29,WH-SHI-001,Shinyanga,1400.71,2536,55.2
1254,2024-01-29,WH-SHI-002,Shinyanga,3753.34,4536,82.7
1255,2024-02-05,WH-MBE-001,Mbeya,3021.86,3903,77.4
1256,2024-02-05,WH-MBE-002,Mbeya,3545.47,4442,79.8
1257,2024-02-05,WH-IRI-001,Iringa,961.38,1175,81.8
1258,2024-02-05,WH-IRI-002,Iringa,1952.34,2541,76.8
1259,2024-02-05,WH-RUV-001,Ruvuma,547.03,662,82.6
1260,2024-02-05,WH-RUV-002,Ruvuma,1301.78,1861,70.0
1261,2024-02-05,WH-RUK-001,Rukwa,1433.25,1839,77.9
1262,2024-02-05,WH-RUK-002,Rukwa,3540.64,4309,82.2
1263,2024-02-05,WH-MOR-001,Morogoro,1857.16,2435,76.3
1264,2024-02-05,WH-MOR-002,Morogoro,314.22,586,53.6
1265,2024-02-05,WH-DOD-001,Dodoma,1386.33,2161,64.2
1266,2024-02-05,WH-DOD-002,Dodoma,476.25,630,75.6
1267,2024-02-05,WH-ARU-001,Arusha,586.99,955,61.5
1268,2024-02-05,WH-ARU-002,Arusha,3313.82,4213,78.7
1269,2024-02-05,WH-KIL-001,Kilimanjaro,2167.03,3053,71.0
1270,2024-02-05,WH-KIL-002,Kilimanjaro,3372.39,4199,80.3
1271,2024-02-05,WH-DAR-001,Dar es Salaam,2019.3,2543,79.4
1272,2024-02-05,WH-DAR-002,Dar es Salaam,2189.54,3161,69.3
1273,2024-02-05,WH-MWA-001,Mwanza,764.84,930,82.2
1274,2024-02-05,WH-MWA-002,Mwanza,1591.45,2827,56.3
1275,2024-02-05,WH-SHI-001,Shinyanga,1428.71,2536,56.3
1276,2024-02-05,WH-SHI-002,Shinyanga,3699.03,4536,81.5
1277,2024-02-12,WH-MBE-001,Mbeya,3060.71,3903,78.4
1278,2024-02-12,WH-MBE-002,Mbeya,3588.18,4442,80.8
1279,2024-02-12,WH-IRI-001,Iringa,954.27,1175,81.2
1280,2024-02-12,WH-IRI-002,Iringa,1925.68,2541,75.8
1281,2024-02-12,WH-RUV-001,Ruvuma,541.29,662,81.8
1282,2024-02-12,WH-RUV-002,Ruvuma,1311.9,1861,70.5
1283,2024-02-12,WH-RUK-001,Rukwa,1445.35,1839,78.6
1284,2024-02-12,WH-RUK-002,Rukwa,3584.38,4309,83.2
1285,2024-02-12,WH-MOR-001,Morogoro,1841.17,2435,75.6
1286,2024-02-12,WH-MOR-002,Morogoro,313.6,586,53.5
1287,2024-02-12,WH-DOD-001,Dodoma,1373.15,2161,63.5
1288,2024-02-12,WH-DOD-002,Dodoma,479.87,630,76.2
1289,2024-02-12,WH-ARU-001,Arusha,579.67,955,60.7
1290,2024-02-12,WH-ARU-002,Arusha,3375.93,4213,80.1
1291,2024-02-12,WH-KIL-001,Kilimanjaro,2144.98,3053,70.3
1292,2024-02-12,WH-KIL-002,Kilimanjaro,3369.97,4199,80.3
1293,2024-02-12,WH-DAR-001,Dar es Salaam,1984.96,2543,78.1
1294,2024-02-12,WH-DAR-002,Dar es Salaam,2182.88,3161,69.1
1295,2024-02-12,WH-MWA-001,Mwanza,768.28,930,82.6
1296,2024-02-12,WH-MWA-002,Mwanza,1616.04,2827,57.2
1297,2024-02-12,WH-SHI-001,Shinyanga,1433.58,2536,56.5
1298,2024-02-12,WH-SHI-002,Shinyanga,3730.15,4536,82.2
1299,2024-02-19,WH-MBE-001,Mbeya,3037.93,3903,77.8
1300,2024-02-19,WH-MBE-002,Mbeya,3565.88,4442,80.3
1301,2024-02-19,WH-IRI-001,Iringa,952.42,1175,81.1
1302,2024-02-19,WH-IRI-002,Iringa,1963.32,2541,77.3
1303,2024-02-19,WH-RUV-001,Ruvuma,550.24,662,83.1
1304,2024-02-19,WH-RUV-002,Ruvuma,1293.47,1861,69.5
1305,2024-02-19,WH-RUK-001,Rukwa,1418.81,1839,77.2
1306,2024-02-19,WH-RUK-002,Rukwa,3528.98,4309,81.9
1307,2024-02-19,WH-MOR-001,Morogoro,1822.87,2435,74.9
1308,2024-02-19,WH-MOR-002,Morogoro,309.77,586,52.9
1309,2024-02-19,WH-DOD-001,Dodoma,1399.21,2161,64.7
1310,2024-02-19,WH-DOD-002,Dodoma,475.37,630,75.5
1311,2024-02-19,WH-ARU-001,Arusha,589.72,955,61.8
1312,2024-02-19,WH-ARU-002,Arusha,3357.09,4213,79.7
1313,2024-02-19,WH-KIL-001,Kilimanjaro,2125.6,3053,69.6
1314,2024-02-19,WH-KIL-002,Kilimanjaro,3365.94,4199,80.2
1315,2024-02-19,WH-DAR-001,Dar es Salaam,1976.35,2543,77.7
1316,2024-02-19,WH-DAR-002,Dar es Salaam,2206.1,3161,69.8
1317,2024-02-19,WH-MWA-001,Mwanza,756.23,930,81.3
1318,2024-02-19,WH-MWA-002,Mwanza,1620.16,2827,57.3
1319,2024-02-19,WH-SHI-001,Shinyanga,1458.07,2536,57.5
1320,2024-02-19,WH-SHI-002,Shinyanga,3744.64,4536,82.6
1321,2024-02-26,WH-MBE-001,Mbeya,3093.41,3903,79.3
1322,2024-02-26,WH-MBE-002,Mbeya,3515.6,4442,79.1
1323,2024-02-26,WH-IRI-001,Iringa,959.16,1175,81.6
1324,2024-02-26,WH-IRI-002,Iringa,1983.41,2541,78.1
1325,2024-02-26,WH-RUV-001,Ruvuma,539.55,662,81.5
1326,2024-02-26,WH-RUV-002,Ruvuma,1289.25,1861,69.3
1327,2024-02-26,WH-RUK-001,Rukwa,1392.12,1839,75.7
1328,2024-02-26,WH-RUK-002,Rukwa,3562.14,4309,82.7
1329,2024-02-26,WH-MOR-001,Morogoro,1793.95,2435,73.7
1330,2024-02-26,WH-MOR-002,Morogoro,305.48,586,52.1
1331,2024-02-26,WH-DOD-001,Dodoma,1419.88,2161,65.7
1332,2024-02-26,WH-DOD-002,Dodoma,483.1,630,76.7
1333,2024-02-26,WH-ARU-001,Arusha,590.69,955,61.9
1334,2024-02-26,WH-ARU-002,Arusha,3321.75,4213,78.8
1335,2024-02-26,WH-KIL-001,Kilimanjaro,2143.46,3053,70.2
1336,2024-02-26,WH-KIL-002,Kilimanjaro,3302.18,4199,78.6
1337,2024-02-26,WH-DAR-001,Dar es Salaam,1967.36,2543,77.4
1338,2024-02-26,WH-DAR-002,Dar es Salaam,2186.98,3161,69.2
1339,2024-02-26,WH-MWA-001,Mwanza,757.97,930,81.5
1340,2024-02-26,WH-MWA-002,Mwanza,1610.61,2827,57.0
1341,2024-02-26,WH-SHI-001,Shinyanga,1468.06,2536,57.9
1342,2024-02-26,WH-SHI-002,Shinyanga,3810.06,4536,84.0
1343,2024-03-04,WH-MBE-001,Mbeya,3362.84,3903,86.2
1344,2024-03-04,WH-MBE-002,Mbeya,3805.23,4442,85.7
1345,2024-03-04,WH-IRI-001,Iringa,1097.24,1175,93.4
1346,2024-03-04,WH-IRI-002,Iringa,2197.74,2541,86.5
1347,2024-03-04,WH-RUV-001,Ruvuma,569.28,662,86.0
1348,2024-03-04,WH-RUV-002,Ruvuma,1478.71,1861,79.5
1349,2024-03-04,WH-RUK-001,Rukwa,1491.27,1839,81.1
1350,2024-03-04,WH-RUK-002,Rukwa,3858.81,4309,89.6
1351,2024-03-04,WH-MOR-001,Morogoro,1884.83,2435,77.4
1352,2024-03-04,WH-MOR-002,Morogoro,335.98,586,57.3
1353,2024-03-04,WH-DOD-001,Dodoma,1599.94,2161,74.0
1354,2024-03-04,WH-DOD-002,Dodoma,536.52,630,85.2
1355,2024-03-04,WH-ARU-001,Arusha,659.93,955,69.1
1356,2024-03-04,WH-ARU-002,Arusha,3794.41,4213,90.1
1357,2024-03-04,WH-KIL-001,Kilimanjaro,2297.02,3053,75.2
1358,2024-03-04,WH-KIL-002,Kilimanjaro,3680.66,4199,87.7
1359,2024-03-04,WH-DAR-001,Dar es Salaam,2161.76,2543,85.0
1360,2024-03-04,WH-DAR-002,Dar es Salaam,2483.93,3161,78.6
1361,2024-03-04,WH-MWA-001,Mwanza,810.39,930,87.1
1362,2024-03-04,WH-MWA-002,Mwanza,1807.62,2827,63.9
1363,2024-03-04,WH-SHI-001,Shinyanga,1550.52,2536,61.1
1364,2024-03-04,WH-SHI-002,Shinyanga,4259.03,4536,93.9
1365,2024-03-11,WH-MBE-001,Mbeya,3669.21,3903,94.0
1366,2024-03-11,WH-MBE-002,Mbeya,4006.61,4442,90.2
1367,2024-03-11,WH-IRI-001,Iringa,1171.63,1175,99.7
1368,2024-03-11,WH-IRI-002,Iringa,2470.67,2541,97.2
1369,2024-03-11,WH-RUV-001,Ruvuma,611.65,662,92.4
1370,2024-03-11,WH-RUV-002,Ruvuma,1636.27,1861,87.9
1371,2024-03-11,WH-RUK-001,Rukwa,1673.33,1839,91.0
1372,2024-03-11,WH-RUK-002,Rukwa,4309.0,4309,100.0
1373,2024-03-11,WH-MOR-001,Morogoro,2136.49,2435,87.7
1374,2024-03-11,WH-MOR-002,Morogoro,384.63,586,65.6
1375,2024-03-11,WH-DOD-001,Dodoma,1747.79,2161,80.9
1376,2024-03-11,WH-DOD-002,Dodoma,613.19,630,97.3
1377,2024-03-11,WH-ARU-001,Arusha,694.07,955,72.7
1378,2024-03-11,WH-ARU-002,Arusha,4213.0,4213,100.0
1379,2024-03-11,WH-KIL-001,Kilimanjaro,2454.08,3053,80.4
1380,2024-03-11,WH-KIL-002,Kilimanjaro,3887.54,4199,92.6
1381,2024-03-11,WH-DAR-001,Dar es Salaam,2365.86,2543,93.0
1382,2024-03-11,WH-DAR-002,Dar es Salaam,2843.82,3161,90.0
1383,2024-03-11,WH-MWA-001,Mwanza,905.74,930,97.4
1384,2024-03-11,WH-MWA-002,Mwanza,1970.38,2827,69.7
1385,2024-03-11,WH-SHI-001,Shinyanga,1699.05,2536,67.0
1386,2024-03-11,WH-SHI-002,Shinyanga,4536.0,4536,100.0
1387,2024-03-18,WH-MBE-001,Mbeya,3903.0,3903,100.0
1388,2024-03-18,WH-MBE-002,Mbeya,4442.0,4442,100.0
1389,2024-03-18,WH-IRI-001,Iringa,1175.0,1175,100.0
1390,2024-03-18,WH-IRI-002,Iringa,2541.0,2541,100.0
1391,2024-03-18,WH-RUV-001,Ruvuma,646.34,662,97.6
1392,2024-03-18,WH-RUV-002,Ruvuma,1773.85,1861,95.3
1393,2024-03-18,WH-RUK-001,Rukwa,1775.04,1839,96.5
1394,2024-03-18,WH-RUK-002,Rukwa,4309.0,4309,100.0
1395,2024-03-18,WH-MOR-001,Morogoro,2287.58,2435,93.9
1396,2024-03-18,WH-MOR-002,Morogoro,436.49,586,74.5
1397,2024-03-18,WH-DOD-001,Dodoma,1879.37,2161,87.0
1398,2024-03-18,WH-DOD-002,Dodoma,630.0,630,100.0
1399,2024-03-18,WH-ARU-001,Arusha,760.5,955,79.6
1400,2024-03-18,WH-ARU-002,Arusha,4213.0,4213,100.0
1401,2024-03-18,WH-KIL-001,Kilimanjaro,2796.19,3053,91.6
1402,2024-03-18,WH-KIL-002,Kilimanjaro,4199.0,4199,100.0
1403,2024-03-18,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
1404,2024-03-18,WH-DAR-002,Dar es Salaam,3161.0,3161,100.0
1405,2024-03-18,WH-MWA-001,Mwanza,930.0,930,100.0
1406,2024-03-18,WH-MWA-002,Mwanza,2107.05,2827,74.5
1407,2024-03-18,WH-SHI-001,Shinyanga,1824.38,2536,71.9
1408,2024-03-18,WH-SHI-002,Shinyanga,4536.0,4536,100.0
1409,2024-03-25,WH-MBE-001,Mbeya,3903.0,3903,100.0
1410,2024-03-25,WH-MBE-002,Mbeya,4442.0,4442,100.0
1411,2024-03-25,WH-IRI-001,Iringa,1175.0,1175,100.0
1412,2024-03-25,WH-IRI-002,Iringa,2541.0,2541,100.0
1413,2024-03-25,WH-RUV-001,Ruvuma,662.0,662,100.0
1414,2024-03-25,WH-RUV-002,Ruvuma,1861.0,1861,100.0
1415,2024-03-25,WH-RUK-001,Rukwa,1839.0,1839,100.0
1416,2024-03-25,WH-RUK-002,Rukwa,4309.0,4309,100.0
1417,2024-03-25,WH-MOR-001,Morogoro,2435.0,2435,100.0
1418,2024-03-25,WH-MOR-002,Morogoro,458.43,586,78.2
1419,2024-03-25,WH-DOD-001,Dodoma,2036.71,2161,94.2
1420,2024-03-25,WH-DOD-002,Dodoma,630.0,630,100.0
1421,2024-03-25,WH-ARU-001,Arusha,804.99,955,84.3
1422,2024-03-25,WH-ARU-002,Arusha,4213.0,4213,100.0
1423,2024-03-25,WH-KIL-001,Kilimanjaro,3052.85,3053,100.0
1424,2024-03-25,WH-KIL-002,Kilimanjaro,4199.0,4199,100.0
1425,2024-03-25,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
1426,2024-03-25,WH-DAR-002,Dar es Salaam,3161.0,3161,100.0
1427,2024-03-25,WH-MWA-001,Mwanza,930.0,930,100.0
1428,2024-03-25,WH-MWA-002,Mwanza,2261.53,2827,80.0
1429,2024-03-25,WH-SHI-001,Shinyanga,2000.12,2536,78.9
1430,2024-03-25,WH-SHI-002,Shinyanga,4536.0,4536,100.0
1431,2024-04-01,WH-MBE-001,Mbeya,3750.43,3903,96.1
1432,2024-04-01,WH-MBE-002,Mbeya,4135.63,4442,93.1
1433,2024-04-01,WH-IRI-001,Iringa,1121.21,1175,95.4
1434,2024-04-01,WH-IRI-002,Iringa,2385.94,2541,93.9
1435,2024-04-01,WH-RUV-001,Ruvuma,631.41,662,95.4
1436,2024-04-01,WH-RUV-002,Ruvuma,1736.75,1861,93.3
1437,2024-04-01,WH-RUK-001,Rukwa,1734.6,1839,94.3
1438,2024-04-01,WH-RUK-002,Rukwa,4083.88,4309,94.8
1439,2024-04-01,WH-MOR-001,Morogoro,2341.68,2435,96.2
1440,2024-04-01,WH-MOR-002,Morogoro,432.12,586,73.7
1441,2024-04-01,WH-DOD-001,Dodoma,1960.81,2161,90.7
1442,2024-04-01,WH-DOD-002,Dodoma,598.49,630,95.0
1443,2024-04-01,WH-ARU-001,Arusha,774.78,955,81.1
1444,2024-04-01,WH-ARU-002,Arusha,3940.64,4213,93.5
1445,2024-04-01,WH-KIL-001,Kilimanjaro,2882.11,3053,94.4
1446,2024-04-01,WH-KIL-002,Kilimanjaro,3927.39,4199,93.5
1447,2024-04-01,WH-DAR-001,Dar es Salaam,2372.3,2543,93.3
1448,2024-04-01,WH-DAR-002,Dar es Salaam,2914.44,3161,92.2
1449,2024-04-01,WH-MWA-001,Mwanza,856.49,930,92.1
1450,2024-04-01,WH-MWA-002,Mwanza,2174.76,2827,76.9
1451,2024-04-01,WH-SHI-001,Shinyanga,1842.51,2536,72.7
1452,2024-04-01,WH-SHI-002,Shinyanga,4274.41,4536,94.2
1453,2024-04-08,WH-MBE-001,Mbeya,3468.86,3903,88.9
1454,2024-04-08,WH-MBE-002,Mbeya,3958.07,4442,89.1
1455,2024-04-08,WH-IRI-001,Iringa,1048.13,1175,89.2
1456,2024-04-08,WH-IRI-002,Iringa,2270.74,2541,89.4
1457,2024-04-08,WH-RUV-001,Ruvuma,594.17,662,89.8
1458,2024-04-08,WH-RUV-002,Ruvuma,1672.72,1861,89.9
1459,2024-04-08,WH-RUK-001,Rukwa,1606.15,1839,87.3
1460,2024-04-08,WH-RUK-002,Rukwa,3861.09,4309,89.6
1461,2024-04-08,WH-MOR-001,Morogoro,2269.89,2435,93.2
1462,2024-04-08,WH-MOR-002,Morogoro,406.89,586,69.4
1463,2024-04-08,WH-DOD-001,Dodoma,1821.75,2161,84.3
1464,2024-04-08,WH-DOD-002,Dodoma,555.94,630,88.2
1465,2024-04-08,WH-ARU-001,Arusha,726.48,955,76.1
1466,2024-04-08,WH-ARU-002,Arusha,3647.82,4213,86.6
1467,2024-04-08,WH-KIL-001,Kilimanjaro,2658.63,3053,87.1
1468,2024-04-08,WH-KIL-002,Kilimanjaro,3723.17,4199,88.7
1469,2024-04-08,WH-DAR-001,Dar es Salaam,2218.72,2543,87.2
1470,2024-04-08,WH-DAR-002,Dar es Salaam,2789.55,3161,88.2
1471,2024-04-08,WH-MWA-001,Mwanza,795.83,930,85.6
1472,2024-04-08,WH-MWA-002,Mwanza,2072.26,2827,73.3
1473,2024-04-08,WH-SHI-001,Shinyanga,1753.9,2536,69.2
1474,2024-04-08,WH-SHI-002,Shinyanga,4099.69,4536,90.4
1475,2024-04-15,WH-MBE-001,Mbeya,3269.38,3903,83.8
1476,2024-04-15,WH-MBE-002,Mbeya,3701.81,4442,83.3
1477,2024-04-15,WH-IRI-001,Iringa,992.09,1175,84.4
1478,2024-04-15,WH-IRI-002,Iringa,2140.46,2541,84.2
1479,2024-04-15,WH-RUV-001,Ruvuma,560.41,662,84.7
1480,2024-04-15,WH-RUV-002,Ruvuma,1621.36,1861,87.1
1481,2024-04-15,WH-RUK-001,Rukwa,1557.67,1839,84.7
1482,2024-04-15,WH-RUK-002,Rukwa,3610.72,4309,83.8
1483,2024-04-15,WH-MOR-001,Morogoro,2133.01,2435,87.6
1484,2024-04-15,WH-MOR-002,Morogoro,386.21,586,65.9
1485,2024-04-15,WH-DOD-001,Dodoma,1723.5,2161,79.8
1486,2024-04-15,WH-DOD-002,Dodoma,526.53,630,83.6
1487,2024-04-15,WH-ARU-001,Arusha,673.17,955,70.5
1488,2024-04-15,WH-ARU-002,Arusha,3357.09,4213,79.7
1489,2024-04-15,WH-KIL-001,Kilimanjaro,2567.39,3053,84.1
1490,2024-04-15,WH-KIL-002,Kilimanjaro,3443.02,4199,82.0
1491,2024-04-15,WH-DAR-001,Dar es Salaam,2095.14,2543,82.4
1492,2024-04-15,WH-DAR-002,Dar es Salaam,2621.25,3161,82.9
1493,2024-04-15,WH-MWA-001,Mwanza,734.01,930,78.9
1494,2024-04-15,WH-MWA-002,Mwanza,1994.22,2827,70.5
1495,2024-04-15,WH-SHI-001,Shinyanga,1674.42,2536,66.0
1496,2024-04-15,WH-SHI-002,Shinyanga,3894.93,4536,85.9
1497,2024-04-22,WH-MBE-001,Mbeya,3161.28,3903,81.0
1498,2024-04-22,WH-MBE-002,Mbeya,3479.94,4442,78.3
1499,2024-04-22,WH-IRI-001,Iringa,936.9,1175,79.7
1500,2024-04-22,WH-IRI-002,Iringa,1970.41,2541,77.5
1501,2024-04-22,WH-RUV-001,Ruvuma,518.56,662,78.3
1502,2024-04-22,WH-RUV-002,Ruvuma,1517.02,1861,81.5
1503,2024-04-22,WH-RUK-001,Rukwa,1505.4,1839,81.9
1504,2024-04-22,WH-RUK-002,Rukwa,3386.15,4309,78.6
1505,2024-04-22,WH-MOR-001,Morogoro,2028.75,2435,83.3
1506,2024-04-22,WH-MOR-002,Morogoro,372.31,586,63.5
1507,2024-04-22,WH-DOD-001,Dodoma,1669.49,2161,77.3
1508,2024-04-22,WH-DOD-002,Dodoma,501.74,630,79.6
1509,2024-04-22,WH-ARU-001,Arusha,623.84,955,65.3
1510,2024-04-22,WH-ARU-002,Arusha,3243.87,4213,77.0
1511,2024-04-22,WH-KIL-001,Kilimanjaro,2424.13,3053,79.4
1512,2024-04-22,WH-KIL-002,Kilimanjaro,3266.7,4199,77.8
1513,2024-04-22,WH-DAR-001,Dar es Salaam,1997.23,2543,78.5
1514,2024-04-22,WH-DAR-002,Dar es Salaam,2447.11,3161,77.4
1515,2024-04-22,WH-MWA-001,Mwanza,697.39,930,75.0
1516,2024-04-22,WH-MWA-002,Mwanza,1883.01,2827,66.6
1517,2024-04-22,WH-SHI-001,Shinyanga,1557.64,2536,61.4
1518,2024-04-22,WH-SHI-002,Shinyanga,3763.62,4536,83.0
1519,2024-04-29,WH-MBE-001,Mbeya,2933.77,3903,75.2
1520,2024-04-29,WH-MBE-002,Mbeya,3263.96,4442,73.5
1521,2024-04-29,WH-IRI-001,Iringa,891.08,1175,75.8
1522,2024-04-29,WH-IRI-002,Iringa,1812.83,2541,71.3
1523,2024-04-29,WH-RUV-001,Ruvuma,477.87,662,72.2
1524,2024-04-29,WH-RUV-002,Ruvuma,1427.73,1861,76.7
1525,2024-04-29,WH-RUK-001,Rukwa,1432.56,1839,77.9
1526,2024-04-29,WH-RUK-002,Rukwa,3273.71,4309,76.0
1527,2024-04-29,WH-MOR-001,Morogoro,1920.59,2435,78.9
1528,2024-04-29,WH-MOR-002,Morogoro,351.4,586,60.0
1529,2024-04-29,WH-DOD-001,Dodoma,1544.48,2161,71.5
1530,2024-04-29,WH-DOD-002,Dodoma,464.61,630,73.7
1531,2024-04-29,WH-ARU-001,Arusha,581.39,955,60.9
1532,2024-04-29,WH-ARU-002,Arusha,2984.89,4213,70.8
1533,2024-04-29,WH-KIL-001,Kilimanjaro,2335.22,3053,76.5
1534,2024-04-29,WH-KIL-002,Kilimanjaro,3056.86,4199,72.8
