id,date,market,region,quality_grade,price_per_kg_tzs
25352,2024-12-05,Songea Central,Ruvuma,B,1553.5
25353,2024-12-05,Songea Central,Ruvuma,C,1321.74
25354,2024-12-05,Sumbawanga Central,Rukwa,A,1871.84
25355,2024-12-05,Sumbawanga Central,Rukwa,B,1602.87
25356,2024-12-05,Sumbawanga Central,Rukwa,C,1331.83
25357,2024-12-05,Morogoro Central,Morogoro,A,1888.31
25358,2024-12-05,Morogoro Central,Morogoro,B,1575.76
25359,2024-12-05,Morogoro Central,Morogoro,C,1327.43
25360,2024-12-05,Dodoma Central,Dodoma,A,1882.09
25361,2024-12-05,Dodoma Central,Dodoma,B,1571.59
25362,2024-12-05,Dodoma Central,Dodoma,C,1344.61
25363,2024-12-05,Arusha Central,Arusha,A,2202.38
25364,2024-12-05,Arusha Central,Arusha,B,1835.24
25365,2024-12-05,Arusha Central,Arusha,C,1559.89
25366,2024-12-05,Moshi Central,Kilimanjaro,A,2137.18
25367,2024-12-05,Moshi Central,Kilimanjaro,B,1831.63
25368,2024-12-05,Moshi Central,Kilimanjaro,C,1543.42
25369,2024-12-05,Kariakoo,Dar es Salaam,A,2179.54
25370,2024-12-05,Kariakoo,Dar es Salaam,B,1782.27
25371,2024-12-05,Kariakoo,Dar es Salaam,C,1539.86
25372,2024-12-05,Mwenge,Dar es Salaam,A,2169.68
25373,2024-12-05,Mwenge,Dar es Salaam,B,1802.17
25374,2024-12-05,Mwenge,Dar es Salaam,C,1512.99
25375,2024-12-05,Mwanza Central,Mwanza,A,2179.81
25376,2024-12-05,Mwanza Central,Mwanza,B,1824.87
25377,2024-12-05,Mwanza Central,Mwanza,C,1527.18
25378,2024-12-05,Shinyanga Central,Shinyanga,A,2199.01
25379,2024-12-05,Shinyanga Central,Shinyanga,B,1818.79
25380,2024-12-05,Shinyanga Central,Shinyanga,C,1518.95
25381,2024-12-06,Mbeya Central,Mbeya,A,1867.77
25382,2024-12-06,Mbeya Central,Mbeya,B,1549.82
25383,2024-12-06,Mbeya Central,Mbeya,C,1361.12
25384,2024-12-06,Iringa Central,Iringa,A,1899.07
25385,2024-12-06,Iringa Central,Iringa,B,1554.7
25386,2024-12-06,Iringa Central,Iringa,C,1352.64
25387,2024-12-06,Songea Central,Ruvuma,A,1909.65
25388,2024-12-06,Songea Central,Ruvuma,B,1576.09
25389,2024-12-06,Songea Central,Ruvuma,C,1346.47
25390,2024-12-06,Sumbawanga Central,Rukwa,A,1902.32
25391,2024-12-06,Sumbawanga Central,Rukwa,B,1573.48
25392,2024-12-06,Sumbawanga Central,Rukwa,C,1335.54
25393,2024-12-06,Morogoro Central,Morogoro,A,1885.04
25394,2024-12-06,Morogoro Central,Morogoro,B,1567.39
25395,2024-12-06,Morogoro Central,Morogoro,C,1329.07
25396,2024-12-06,Dodoma Central,Dodoma,A,1920.08
25397,2024-12-06,Dodoma Central,Dodoma,B,1573.83
25398,2024-12-06,Dodoma Central,Dodoma,C,1331.34
25399,2024-12-06,Arusha Central,Arusha,A,2156.37
25400,2024-12-06,Arusha Central,Arusha,B,1819.42
25401,2024-12-06,Arusha Central,Arusha,C,1548.72
25402,2024-12-06,Moshi Central,Kilimanjaro,A,2191.62
25403,2024-12-06,Moshi Central,Kilimanjaro,B,1821.29
25404,2024-12-06,Moshi Central,Kilimanjaro,C,1527.61
25405,2024-12-06,Kariakoo,Dar es Salaam,A,2215.58
25406,2024-12-06,Kariakoo,Dar es Salaam,B,1806.32
25407,2024-12-06,Kariakoo,Dar es Salaam,C,1537.76
25408,2024-12-06,Mwenge,Dar es Salaam,A,2172.86
25409,2024-12-06,Mwenge,Dar es Salaam,B,1799.39
25410,2024-12-06,Mwenge,Dar es Salaam,C,1534.05
25411,2024-12-06,Mwanza Central,Mwanza,A,2179.04
25412,2024-12-06,Mwanza Central,Mwanza,B,1843.91
25413,2024-12-06,Mwanza Central,Mwanza,C,1553.48
25414,2024-12-06,Shinyanga Central,Shinyanga,A,2202.2
25415,2024-12-06,Shinyanga Central,Shinyanga,B,1794.27
25416,2024-12-06,Shinyanga Central,Shinyanga,C,1546.49
25417,2024-12-07,Mbeya Central,Mbeya,A,1958.46
25418,2024-12-07,Mbeya Central,Mbeya,B,1605.66
25419,2024-12-07,Mbeya Central,Mbeya,C,1389.92
25420,2024-12-07,Iringa Central,Iringa,A,1942.75
25421,2024-12-07,Iringa Central,Iringa,B,1593.55
25422,2024-12-07,Iringa Central,Iringa,C,1344.36
25423,2024-12-07,Songea Central,Ruvuma,A,1905.48
25424,2024-12-07,Songea Central,Ruvuma,B,1612.52
25425,2024-12-07,Songea Central,Ruvuma,C,1363.7
25426,2024-12-07,Sumbawanga Central,Rukwa,A,1965.9
25427,2024-12-07,Sumbawanga Central,Rukwa,B,1617.04
25428,2024-12-07,Sumbawanga Central,Rukwa,C,1344.21
25429,2024-12-07,Morogoro Central,Morogoro,A,1962.48
25430,2024-12-07,Morogoro Central,Morogoro,B,1615.72
25431,2024-12-07,Morogoro Central,Morogoro,C,1363.47
25432,2024-12-07,Dodoma Central,Dodoma,A,1955.47
25433,2024-12-07,Dodoma Central,Dodoma,B,1623.63
25434,2024-12-07,Dodoma Central,Dodoma,C,1371.78
25435,2024-12-07,Arusha Central,Arusha,A,2195.94
25436,2024-12-07,Arusha Central,Arusha,B,1859.54
25437,2024-12-07,Arusha Central,Arusha,C,1590.37
25438,2024-12-07,Moshi Central,Kilimanjaro,A,2231.09
25439,2024-12-07,Moshi Central,Kilimanjaro,B,1861.83
25440,2024-12-07,Moshi Central,Kilimanjaro,C,1569.33
25441,2024-12-07,Kariakoo,Dar es Salaam,A,2187.97
25442,2024-12-07,Kariakoo,Dar es Salaam,B,1880.18
25443,2024-12-07,Kariakoo,Dar es Salaam,C,1568.36
25444,2024-12-07,Mwenge,Dar es Salaam,A,2217.01
25445,2024-12-07,Mwenge,Dar es Salaam,B,1840.18
25446,2024-12-07,Mwenge,Dar es Salaam,C,1545.47
25447,2024-12-07,Mwanza Central,Mwanza,A,2203.01
25448,2024-12-07,Mwanza Central,Mwanza,B,1858.42
25449,2024-12-07,Mwanza Central,Mwanza,C,1584.88
25450,2024-12-07,Shinyanga Central,Shinyanga,A,2215.89
25451,2024-12-07,Shinyanga Central,Shinyanga,B,1817.56
25452,2024-12-07,Shinyanga Central,Shinyanga,C,1572.49
25453,2024-12-08,Mbeya Central,Mbeya,A,1956.76
25454,2024-12-08,Mbeya Central,Mbeya,B,1598.41
25455,2024-12-08,Mbeya Central,Mbeya,C,1349.9
25456,2024-12-08,Iringa Central,Iringa,A,1940.54
25457,2024-12-08,Iringa Central,Iringa,B,1584.11
25458,2024-12-08,Iringa Central,Iringa,C,1385.23
25459,2024-12-08,Songea Central,Ruvuma,A,1930.61
25460,2024-12-08,Songea Central,Ruvuma,B,1636.49
25461,2024-12-08,Songea Central,Ruvuma,C,1357.31
25462,2024-12-08,Sumbawanga Central,Rukwa,A,1890.61
25463,2024-12-08,Sumbawanga Central,Rukwa,B,1624.19
25464,2024-12-08,Sumbawanga Central,Rukwa,C,1379.17
25465,2024-12-08,Morogoro Central,Morogoro,A,1949.84
25466,2024-12-08,Morogoro Central,Morogoro,B,1628.13
25467,2024-12-08,Morogoro Central,Morogoro,C,1364.76
25468,2024-12-08,Dodoma Central,Dodoma,A,1935.34
25469,2024-12-08,Dodoma Central,Dodoma,B,1627.89
25470,2024-12-08,Dodoma Central,Dodoma,C,1357.99
25471,2024-12-08,Arusha Central,Arusha,A,2217.11
25472,2024-12-08,Arusha Central,Arusha,B,1858.83
25473,2024-12-08,Arusha Central,Arusha,C,1564.23
25474,2024-12-08,Moshi Central,Kilimanjaro,A,2186.41
25475,2024-12-08,Moshi Central,Kilimanjaro,B,1876.88
25476,2024-12-08,Moshi Central,Kilimanjaro,C,1572.29
25477,2024-12-08,Kariakoo,Dar es Salaam,A,2253.25
25478,2024-12-08,Kariakoo,Dar es Salaam,B,1856.94
25479,2024-12-08,Kariakoo,Dar es Salaam,C,1546.33
25480,2024-12-08,Mwenge,Dar es Salaam,A,2189.78
25481,2024-12-08,Mwenge,Dar es Salaam,B,1822.91
25482,2024-12-08,Mwenge,Dar es Salaam,C,1552.35
25483,2024-12-08,Mwanza Central,Mwanza,A,2237.9
25484,2024-12-08,Mwanza Central,Mwanza,B,1868.69
25485,2024-12-08,Mwanza Central,Mwanza,C,1579.03
25486,2024-12-08,Shinyanga Central,Shinyanga,A,2212.01
25487,2024-12-08,Shinyanga Central,Shinyanga,B,1832.74
25488,2024-12-08,Shinyanga Central,Shinyanga,C,1568.16
25489,2024-12-09,Mbeya Central,Mbeya,A,1871.22
25490,2024-12-09,Mbeya Central,Mbeya,B,1594.33
25491,2024-12-09,Mbeya Central,Mbeya,C,1365.37
25492,2024-12-09,Iringa Central,Iringa,A,1885.81
25493,2024-12-09,Iringa Central,Iringa,B,1588.63
25494,2024-12-09,Iringa Central,Iringa,C,1325.6
25495,2024-12-09,Songea Central,Ruvuma,A,1926.22
25496,2024-12-09,Songea Central,Ruvuma,B,1585.67
25497,2024-12-09,Songea Central,Ruvuma,C,1338.17
25498,2024-12-09,Sumbawanga Central,Rukwa,A,1913.39
25499,2024-12-09,Sumbawanga Central,Rukwa,B,1595.19
25500,2024-12-09,Sumbawanga Central,Rukwa,C,1325.12
25501,2024-12-09,Morogoro Central,Morogoro,A,1874.19
25502,2024-12-09,Morogoro Central,Morogoro,B,1578.53
25503,2024-12-09,Morogoro Central,Morogoro,C,1350.19
25504,2024-12-09,Dodoma Central,Dodoma,A,1895.44
25505,2024-12-09,Dodoma Central,Dodoma,B,1606.17
25506,2024-12-09,Dodoma Central,Dodoma,C,1339.72
25507,2024-12-09,Arusha Central,Arusha,A,2148.87
25508,2024-12-09,Arusha Central,Arusha,B,1843.04
25509,2024-12-09,Arusha Central,Arusha,C,1531.73
25510,2024-12-09,Moshi Central,Kilimanjaro,A,2196.68
25511,2024-12-09,Moshi Central,Kilimanjaro,B,1777.71
25512,2024-12-09,Moshi Central,Kilimanjaro,C,1537.19
25513,2024-12-09,Kariakoo,Dar es Salaam,A,2146.63
25514,2024-12-09,Kariakoo,Dar es Salaam,B,1834.77
25515,2024-12-09,Kariakoo,Dar es Salaam,C,1514.98
25516,2024-12-09,Mwenge,Dar es Salaam,A,2136.8
25517,2024-12-09,Mwenge,Dar es Salaam,B,1800.23
25518,2024-12-09,Mwenge,Dar es Salaam,C,1550.51
25519,2024-12-09,Mwanza Central,Mwanza,A,2187.33
25520,2024-12-09,Mwanza Central,Mwanza,B,1777.87
25521,2024-12-09,Mwanza Central,Mwanza,C,1515.23
25522,2024-12-09,Shinyanga Central,Shinyanga,A,2195.21
25523,2024-12-09,Shinyanga Central,Shinyanga,B,1843.14
25524,2024-12-09,Shinyanga Central,Shinyanga,C,1537.1
25525,2024-12-10,Mbeya Central,Mbeya,A,1911.97
25526,2024-12-10,Mbeya Central,Mbeya,B,1560.49
25527,2024-12-10,Mbeya Central,Mbeya,C,1313.77
25528,2024-12-10,Iringa Central,Iringa,A,1893.25
25529,2024-12-10,Iringa Central,Iringa,B,1587.65
25530,2024-12-10,Iringa Central,Iringa,C,1321.51
25531,2024-12-10,Songea Central,Ruvuma,A,1892.19
25532,2024-12-10,Songea Central,Ruvuma,B,1563.27
25533,2024-12-10,Songea Central,Ruvuma,C,1317.22
25534,2024-12-10,Sumbawanga Central,Rukwa,A,1920.53
25535,2024-12-10,Sumbawanga Central,Rukwa,B,1553.33
25536,2024-12-10,Sumbawanga Central,Rukwa,C,1352.1
25537,2024-12-10,Morogoro Central,Morogoro,A,1879.81
25538,2024-12-10,Morogoro Central,Morogoro,B,1594.56
25539,2024-12-10,Morogoro Central,Morogoro,C,1324.63
25540,2024-12-10,Dodoma Central,Dodoma,A,1893.76
25541,2024-12-10,Dodoma Central,Dodoma,B,1593.36
25542,2024-12-10,Dodoma Central,Dodoma,C,1343.32
25543,2024-12-10,Arusha Central,Arusha,A,2168.73
25544,2024-12-10,Arusha Central,Arusha,B,1824.06
25545,2024-12-10,Arusha Central,Arusha,C,1530.51
25546,2024-12-10,Moshi Central,Kilimanjaro,A,2147.24
25547,2024-12-10,Moshi Central,Kilimanjaro,B,1806.07
25548,2024-12-10,Moshi Central,Kilimanjaro,C,1570.34
25549,2024-12-10,Kariakoo,Dar es Salaam,A,2162.03
25550,2024-12-10,Kariakoo,Dar es Salaam,B,1823.84
25551,2024-12-10,Kariakoo,Dar es Salaam,C,1530.7
25552,2024-12-10,Mwenge,Dar es Salaam,A,2175.86
25553,2024-12-10,Mwenge,Dar es Salaam,B,1804.55
25554,2024-12-10,Mwenge,Dar es Salaam,C,1538.89
25555,2024-12-10,Mwanza Central,Mwanza,A,2169.54
25556,2024-12-10,Mwanza Central,Mwanza,B,1784.65
25557,2024-12-10,Mwanza Central,Mwanza,C,1541.92
25558,2024-12-10,Shinyanga Central,Shinyanga,A,2153.51
25559,2024-12-10,Shinyanga Central,Shinyanga,B,1781.21
25560,2024-12-10,Shinyanga Central,Shinyanga,C,1521.93
25561,2024-12-11,Mbeya Central,Mbeya,A,1912.74
25562,2024-12-11,Mbeya Central,Mbeya,B,1595.18
25563,2024-12-11,Mbeya Central,Mbeya,C,1352.31
25564,2024-12-11,Iringa Central,Iringa,A,1898.47
25565,2024-12-11,Iringa Central,Iringa,B,1548.19
25566,2024-12-11,Iringa Central,Iringa,C,1322.13
25567,2024-12-11,Songea Central,Ruvuma,A,1897.83
25568,2024-12-11,Songea Central,Ruvuma,B,1600.88
25569,2024-12-11,Songea Central,Ruvuma,C,1328.57
25570,2024-12-11,Sumbawanga Central,Rukwa,A,1889.43
25571,2024-12-11,Sumbawanga Central,Rukwa,B,1563.01
25572,2024-12-11,Sumbawanga Central,Rukwa,C,1344.88
25573,2024-12-11,Morogoro Central,Morogoro,A,1884.88
25574,2024-12-11,Morogoro Central,Morogoro,B,1597.12
25575,2024-12-11,Morogoro Central,Morogoro,C,1361.4
25576,2024-12-11,Dodoma Central,Dodoma,A,1875.91
25577,2024-12-11,Dodoma Central,Dodoma,B,1588.37
25578,2024-12-11,Dodoma Central,Dodoma,C,1350.92
25579,2024-12-11,Arusha Central,Arusha,A,2166.03
25580,2024-12-11,Arusha Central,Arusha,B,1830.71
25581,2024-12-11,Arusha Central,Arusha,C,1563.24
25582,2024-12-11,Moshi Central,Kilimanjaro,A,2212.68
25583,2024-12-11,Moshi Central,Kilimanjaro,B,1794.44
25584,2024-12-11,Moshi Central,Kilimanjaro,C,1568.09
25585,2024-12-11,Kariakoo,Dar es Salaam,A,2147.07
25586,2024-12-11,Kariakoo,Dar es Salaam,B,1830.64
25587,2024-12-11,Kariakoo,Dar es Salaam,C,1568.72
25588,2024-12-11,Mwenge,Dar es Salaam,A,2188.07
25589,2024-12-11,Mwenge,Dar es Salaam,B,1823.15
25590,2024-12-11,Mwenge,Dar es Salaam,C,1565.07
25591,2024-12-11,Mwanza Central,Mwanza,A,2188.59
25592,2024-12-11,Mwanza Central,Mwanza,B,1791.57
25593,2024-12-11,Mwanza Central,Mwanza,C,1531.2
25594,2024-12-11,Shinyanga Central,Shinyanga,A,2184.71
25595,2024-12-11,Shinyanga Central,Shinyanga,B,1836.14
25596,2024-12-11,Shinyanga Central,Shinyanga,C,1543.3
25597,2024-12-12,Mbeya Central,Mbeya,A,1863.79
25598,2024-12-12,Mbeya Central,Mbeya,B,1595.43
25599,2024-12-12,Mbeya Central,Mbeya,C,1339.48
25600,2024-12-12,Iringa Central,Iringa,A,1925.86
25601,2024-12-12,Iringa Central,Iringa,B,1565.09
25602,2024-12-12,Iringa Central,Iringa,C,1362.77
25603,2024-12-12,Songea Central,Ruvuma,A,1902.81
25604,2024-12-12,Songea Central,Ruvuma,B,1558.45
25605,2024-12-12,Songea Central,Ruvuma,C,1351.04
25606,2024-12-12,Sumbawanga Central,Rukwa,A,1913.42
25607,2024-12-12,Sumbawanga Central,Rukwa,B,1603.1
25608,2024-12-12,Sumbawanga Central,Rukwa,C,1349.86
25609,2024-12-12,Morogoro Central,Morogoro,A,1912.67
25610,2024-12-12,Morogoro Central,Morogoro,B,1552.41
25611,2024-12-12,Morogoro Central,Morogoro,C,1339.1
25612,2024-12-12,Dodoma Central,Dodoma,A,1909.93
25613,2024-12-12,Dodoma Central,Dodoma,B,1568.09
25614,2024-12-12,Dodoma Central,Dodoma,C,1362.26
25615,2024-12-12,Arusha Central,Arusha,A,2139.04
25616,2024-12-12,Arusha Central,Arusha,B,1833.73
25617,2024-12-12,Arusha Central,Arusha,C,1550.17
25618,2024-12-12,Moshi Central,Kilimanjaro,A,2213.22
25619,2024-12-12,Moshi Central,Kilimanjaro,B,1832.75
25620,2024-12-12,Moshi Central,Kilimanjaro,C,1519.01
25621,2024-12-12,Kariakoo,Dar es Salaam,A,2152.97
25622,2024-12-12,Kariakoo,Dar es Salaam,B,1822.67
25623,2024-12-12,Kariakoo,Dar es Salaam,C,1528.62
25624,2024-12-12,Mwenge,Dar es Salaam,A,2143.86
25625,2024-12-12,Mwenge,Dar es Salaam,B,1802.38
25626,2024-12-12,Mwenge,Dar es Salaam,C,1565.63
25627,2024-12-12,Mwanza Central,Mwanza,A,2180.94
25628,2024-12-12,Mwanza Central,Mwanza,B,1832.24
25629,2024-12-12,Mwanza Central,Mwanza,C,1542.43
25630,2024-12-12,Shinyanga Central,Shinyanga,A,2200.11
25631,2024-12-12,Shinyanga Central,Shinyanga,B,1785.66
25632,2024-12-12,Shinyanga Central,Shinyanga,C,1529.29
25633,2024-12-13,Mbeya Central,Mbeya,A,1898.97
25634,2024-12-13,Mbeya Central,Mbeya,B,1562.79
25635,2024-12-13,Mbeya Central,Mbeya,C,1364.28
25636,2024-12-13,Iringa Central,Iringa,A,1909.56
25637,2024-12-13,Iringa Central,Iringa,B,1571.94
25638,2024-12-13,Iringa Central,Iringa,C,1326.12
25639,2024-12-13,Songea Central,Ruvuma,A,1899.76
25640,2024-12-13,Songea Central,Ruvuma,B,1567.29
25641,2024-12-13,Songea Central,Ruvuma,C,1331.91
25642,2024-12-13,Sumbawanga Central,Rukwa,A,1868.44
25643,2024-12-13,Sumbawanga Central,Rukwa,B,1567.11
25644,2024-12-13,Sumbawanga Central,Rukwa,C,1355.83
25645,2024-12-13,Morogoro Central,Morogoro,A,1873.38
25646,2024-12-13,Morogoro Central,Morogoro,B,1601.75
25647,2024-12-13,Morogoro Central,Morogoro,C,1317.83
25648,2024-12-13,Dodoma Central,Dodoma,A,1859.58
25649,2024-12-13,Dodoma Central,Dodoma,B,1592.17
25650,2024-12-13,Dodoma Central,Dodoma,C,1340.48
25651,2024-12-13,Arusha Central,Arusha,A,2203.93
25652,2024-12-13,Arusha Central,Arusha,B,1840.6
25653,2024-12-13,Arusha Central,Arusha,C,1529.87
25654,2024-12-13,Moshi Central,Kilimanjaro,A,2148.62
25655,2024-12-13,Moshi Central,Kilimanjaro,B,1841.78
25656,2024-12-13,Moshi Central,Kilimanjaro,C,1520.32
25657,2024-12-13,Kariakoo,Dar es Salaam,A,2214.05
25658,2024-12-13,Kariakoo,Dar es Salaam,B,1824.81
25659,2024-12-13,Kariakoo,Dar es Salaam,C,1517.66
25660,2024-12-13,Mwenge,Dar es Salaam,A,2147.95
25661,2024-12-13,Mwenge,Dar es Salaam,B,1834.83
25662,2024-12-13,Mwenge,Dar es Salaam,C,1548.4
25663,2024-12-13,Mwanza Central,Mwanza,A,2138.75
25664,2024-12-13,Mwanza Central,Mwanza,B,1818.0
25665,2024-12-13,Mwanza Central,Mwanza,C,1536.15
25666,2024-12-13,Shinyanga Central,Shinyanga,A,2212.73
25667,2024-12-13,Shinyanga Central,Shinyanga,B,1806.09
25668,2024-12-13,Shinyanga Central,Shinyanga,C,1527.3
25669,2024-12-14,Mbeya Central,Mbeya,A,1896.93
25670,2024-12-14,Mbeya Central,Mbeya,B,1624.4
25671,2024-12-14,Mbeya Central,Mbeya,C,1353.48
25672,2024-12-14,Iringa Central,Iringa,A,1927.54
25673,2024-12-14,Iringa Central,Iringa,B,1579.53
25674,2024-12-14,Iringa Central,Iringa,C,1359.08
25675,2024-12-14,Songea Central,Ruvuma,A,1899.62
25676,2024-12-14,Songea Central,Ruvuma,B,1576.16
25677,2024-12-14,Songea Central,Ruvuma,C,1342.28
25678,2024-12-14,Sumbawanga Central,Rukwa,A,1940.28
25679,2024-12-14,Sumbawanga Central,Rukwa,B,1590.04
25680,2024-12-14,Sumbawanga Central,Rukwa,C,1351.48
25681,2024-12-14,Morogoro Central,Morogoro,A,1909.83
25682,2024-12-14,Morogoro Central,Morogoro,B,1578.2
25683,2024-12-14,Morogoro Central,Morogoro,C,1343.54
25684,2024-12-14,Dodoma Central,Dodoma,A,1903.48
25685,2024-12-14,Dodoma Central,Dodoma,B,1585.23
25686,2024-12-14,Dodoma Central,Dodoma,C,1349.52
25687,2024-12-14,Arusha Central,Arusha,A,2207.14
25688,2024-12-14,Arusha Central,Arusha,B,1824.98
25689,2024-12-14,Arusha Central,Arusha,C,1570.87
25690,2024-12-14,Moshi Central,Kilimanjaro,A,2250.53
25691,2024-12-14,Moshi Central,Kilimanjaro,B,1839.71
25692,2024-12-14,Moshi Central,Kilimanjaro,C,1557.23
25693,2024-12-14,Kariakoo,Dar es Salaam,A,2253.15
25694,2024-12-14,Kariakoo,Dar es Salaam,B,1813.94
25695,2024-12-14,Kariakoo,Dar es Salaam,C,1574.94
25696,2024-12-14,Mwenge,Dar es Salaam,A,2260.55
25697,2024-12-14,Mwenge,Dar es Salaam,B,1859.4
25698,2024-12-14,Mwenge,Dar es Salaam,C,1569.3
25699,2024-12-14,Mwanza Central,Mwanza,A,2182.24
25700,2024-12-14,Mwanza Central,Mwanza,B,1850.69
25701,2024-12-14,Mwanza Central,Mwanza,C,1587.66
25702,2024-12-14,Shinyanga Central,Shinyanga,A,2206.08
25703,2024-12-14,Shinyanga Central,Shinyanga,B,1865.24
25704,2024-12-14,Shinyanga Central,Shinyanga,C,1562.39
25705,2024-12-15,Mbeya Central,Mbeya,A,1926.5
25706,2024-12-15,Mbeya Central,Mbeya,B,1616.41
25707,2024-12-15,Mbeya Central,Mbeya,C,1375.85
25708,2024-12-15,Iringa Central,Iringa,A,1894.31
25709,2024-12-15,Iringa Central,Iringa,B,1601.1
25710,2024-12-15,Iringa Central,Iringa,C,1390.57
25711,2024-12-15,Songea Central,Ruvuma,A,1927.72
25712,2024-12-15,Songea Central,Ruvuma,B,1577.06
25713,2024-12-15,Songea Central,Ruvuma,C,1368.02
25714,2024-12-15,Sumbawanga Central,Rukwa,A,1954.45
25715,2024-12-15,Sumbawanga Central,Rukwa,B,1599.74
25716,2024-12-15,Sumbawanga Central,Rukwa,C,1340.91
25717,2024-12-15,Morogoro Central,Morogoro,A,1912.36
25718,2024-12-15,Morogoro Central,Morogoro,B,1606.56
25719,2024-12-15,Morogoro Central,Morogoro,C,1382.67
25720,2024-12-15,Dodoma Central,Dodoma,A,1906.39
25721,2024-12-15,Dodoma Central,Dodoma,B,1588.9
25722,2024-12-15,Dodoma Central,Dodoma,C,1383.39
25723,2024-12-15,Arusha Central,Arusha,A,2186.98
25724,2024-12-15,Arusha Central,Arusha,B,1872.97
25725,2024-12-15,Arusha Central,Arusha,C,1580.05
25726,2024-12-15,Moshi Central,Kilimanjaro,A,2243.21
25727,2024-12-15,Moshi Central,Kilimanjaro,B,1829.5
25728,2024-12-15,Moshi Central,Kilimanjaro,C,1565.92
25729,2024-12-15,Kariakoo,Dar es Salaam,A,2199.1
25730,2024-12-15,Kariakoo,Dar es Salaam,B,1854.04
25731,2024-12-15,Kariakoo,Dar es Salaam,C,1544.18
25732,2024-12-15,Mwenge,Dar es Salaam,A,2175.91
25733,2024-12-15,Mwenge,Dar es Salaam,B,1863.58
25734,2024-12-15,Mwenge,Dar es Salaam,C,1581.95
25735,2024-12-15,Mwanza Central,Mwanza,A,2193.09
25736,2024-12-15,Mwanza Central,Mwanza,B,1860.9
25737,2024-12-15,Mwanza Central,Mwanza,C,1563.25
25738,2024-12-15,Shinyanga Central,Shinyanga,A,2253.48
25739,2024-12-15,Shinyanga Central,Shinyanga,B,1869.36
25740,2024-12-15,Shinyanga Central,Shinyanga,C,1574.7
25741,2024-12-16,Mbeya Central,Mbeya,A,1925.17
25742,2024-12-16,Mbeya Central,Mbeya,B,1588.82
25743,2024-12-16,Mbeya Central,Mbeya,C,1352.17
25744,2024-12-16,Iringa Central,Iringa,A,1900.98
25745,2024-12-16,Iringa Central,Iringa,B,1557.96
25746,2024-12-16,Iringa Central,Iringa,C,1318.97
25747,2024-12-16,Songea Central,Ruvuma,A,1913.76
25748,2024-12-16,Songea Central,Ruvuma,B,1606.38
25749,2024-12-16,Songea Central,Ruvuma,C,1349.74
25750,2024-12-16,Sumbawanga Central,Rukwa,A,1897.27
25751,2024-12-16,Sumbawanga Central,Rukwa,B,1586.51
25752,2024-12-16,Sumbawanga Central,Rukwa,C,1318.58
25753,2024-12-16,Morogoro Central,Morogoro,A,1857.43
25754,2024-12-16,Morogoro Central,Morogoro,B,1597.89
25755,2024-12-16,Morogoro Central,Morogoro,C,1341.89
25756,2024-12-16,Dodoma Central,Dodoma,A,1859.75
25757,2024-12-16,Dodoma Central,Dodoma,B,1568.52
25758,2024-12-16,Dodoma Central,Dodoma,C,1341.15
25759,2024-12-16,Arusha Central,Arusha,A,2180.42
25760,2024-12-16,Arusha Central,Arusha,B,1808.68
25761,2024-12-16,Arusha Central,Arusha,C,1509.43
25762,2024-12-16,Moshi Central,Kilimanjaro,A,2154.14
25763,2024-12-16,Moshi Central,Kilimanjaro,B,1783.56
25764,2024-12-16,Moshi Central,Kilimanjaro,C,1529.22
25765,2024-12-16,Kariakoo,Dar es Salaam,A,2151.47
25766,2024-12-16,Kariakoo,Dar es Salaam,B,1818.38
25767,2024-12-16,Kariakoo,Dar es Salaam,C,1548.04
25768,2024-12-16,Mwenge,Dar es Salaam,A,2164.63
25769,2024-12-16,Mwenge,Dar es Salaam,B,1785.06
25770,2024-12-16,Mwenge,Dar es Salaam,C,1562.63
25771,2024-12-16,Mwanza Central,Mwanza,A,2212.85
25772,2024-12-16,Mwanza Central,Mwanza,B,1804.12
25773,2024-12-16,Mwanza Central,Mwanza,C,1508.98
25774,2024-12-16,Shinyanga Central,Shinyanga,A,2145.18
25775,2024-12-16,Shinyanga Central,Shinyanga,B,1805.7
25776,2024-12-16,Shinyanga Central,Shinyanga,C,1554.03
25777,2024-12-17,Mbeya Central,Mbeya,A,1909.41
25778,2024-12-17,Mbeya Central,Mbeya,B,1578.18
25779,2024-12-17,Mbeya Central,Mbeya,C,1339.29
25780,2024-12-17,Iringa Central,Iringa,A,1879.93
25781,2024-12-17,Iringa Central,Iringa,B,1560.91
25782,2024-12-17,Iringa Central,Iringa,C,1312.54
25783,2024-12-17,Songea Central,Ruvuma,A,1917.58
25784,2024-12-17,Songea Central,Ruvuma,B,1601.97
25785,2024-12-17,Songea Central,Ruvuma,C,1324.39
25786,2024-12-17,Sumbawanga Central,Rukwa,A,1910.62
25787,2024-12-17,Sumbawanga Central,Rukwa,B,1566.69
25788,2024-12-17,Sumbawanga Central,Rukwa,C,1324.33
25789,2024-12-17,Morogoro Central,Morogoro,A,1890.26
25790,2024-12-17,Morogoro Central,Morogoro,B,1562.28
25791,2024-12-17,Morogoro Central,Morogoro,C,1348.52
25792,2024-12-17,Dodoma Central,Dodoma,A,1899.19
25793,2024-12-17,Dodoma Central,Dodoma,B,1548.71
25794,2024-12-17,Dodoma Central,Dodoma,C,1333.84
25795,2024-12-17,Arusha Central,Arusha,A,2169.03
25796,2024-12-17,Arusha Central,Arusha,B,1839.17
25797,2024-12-17,Arusha Central,Arusha,C,1528.86
